Channel Parameters
StreamOrder
10,1,  'Bw     HLINK   ChSSlp   MannN'
1,     1.6,    0.02,    0.03,      0.19
2,     2.4,    0.02,    0.03,      0.17
3,     3.5,    0.02,    0.03,      0.16
4,     5.3,    0.03,    0.04,      0.15
5,     7.4,    0.03,    0.04,      0.14
6,     11.,    0.03,    0.04,      0.13
7,     14.,    0.03,    0.04,      0.13
8,     16.,    0.10,    0.04,      0.12
9,     26.,    0.30,    0.05,      0.12
10,    110.,    0.30,    0.10,      0.12
