 Current Time, Timeslice Update Time, Weight Update Time, Gage Lookback Seconds, Gage ID, Current Persistence Weight Index, Current Persistence Weight, Inflow, Storage, Water Elevation, Gage Discharge, Persisted Outflow, Levelpool Outflow, Weighted Outflow
               10800,               86400,               86400,                   0,            23432415,                  13,        0.00000,      691.67767, 32681730.00000,        9.89842,       -1.00000,        0.00000,        1.22050,        1.22050
               11100,               86400,               86400,                   0,            23432415,                  13,        0.00000,      707.96088, 32893738.00000,        9.91246,       -1.00000,        0.00000,        1.26715,        1.26715
               11400,               86400,               86400,                   0,            23432415,                  13,        0.00000,      719.57312, 33109216.00000,        9.92674,       -1.00000,        0.00000,        1.31570,        1.31570
               11700,               86400,               86400,                   0,            23432415,                  13,        0.00000,      726.96997, 33326898.00000,        9.94116,       -1.00000,        0.00000,        1.36587,        1.36587
               12000,               86400,               86400,                   0,            23432415,                  13,        0.00000,      730.63269, 33545662.00000,        9.95565,       -1.00000,        0.00000,        1.41739,        1.41739
               12300,               86400,               86400,                   0,            23432415,                  13,        0.00000,      731.03186, 33764968.00000,        9.97018,       -1.00000,        0.00000,      512.17047,        0.01333
               12600,               86400,               86400,                   0,            23432415,                  13,        0.00000,      728.61438, 33983544.00000,        9.98466,       -1.00000,        0.00000,     1240.76245,        0.02667
               12900,               86400,               86400,                   0,            23432415,                  13,        0.00000,      723.79578, 33611316.00000,        9.96000,       -1.00000,        0.00000,     1964.55408,     1964.55408
               13200,               86400,               86400,                   0,            23432415,                  13,        0.00000,      716.95490, 33611316.00000,        9.96000,       -1.00000,        0.00000,      716.95490,      716.95490
               13500,               86400,               86400,                   0,            23432415,                  13,        0.00000,      708.43268, 33611316.00000,        9.96000,       -1.00000,        0.00000,      708.43268,      708.43268
               13800,               86400,               86400,                   0,            23432415,                  13,        0.00000,      698.53247, 33611316.00000,        9.96000,       -1.00000,        0.00000,      698.53247,      698.53247
               14100,               86400,               86400,                   0,            23432415,                  13,        0.00000,      687.52112, 33611316.00000,        9.96000,       -1.00000,        0.00000,      687.52112,      687.52112
               14400,               86400,               86400,                   0,            23432415,                  13,        0.00000,      675.63123, 33611316.00000,        9.96000,       -1.00000,        0.00000,      675.63123,      675.63123
               14700,               86400,               86400,                   0,            23432415,                  13,        0.00000,      663.06421, 33611316.00000,        9.96000,       -1.00000,        0.00000,      663.06421,      663.06421
               15000,               86400,               86400,                   0,            23432415,                  13,        0.00000,      649.99976, 33611316.00000,        9.96000,       -1.00000,        0.00000,      649.99976,      649.99976
               15300,               86400,               86400,                   0,            23432415,                  13,        0.00000,      636.57898, 33611316.00000,        9.96000,       -1.00000,        0.00000,      636.57898,      636.57898
               15600,               86400,               86400,                   0,            23432415,                  13,        0.00000,      622.92926, 33611316.00000,        9.96000,       -1.00000,        0.00000,      622.92926,      622.92926
               15900,               86400,               86400,                   0,            23432415,                  13,        0.00000,      609.17450, 33611316.00000,        9.96000,       -1.00000,        0.00000,      609.17450,      609.17450
               16200,               86400,               86400,                   0,            23432415,                  13,        0.00000,      595.40369, 33611316.00000,        9.96000,       -1.00000,        0.00000,      595.40369,      595.40369
               16500,               86400,               86400,                   0,            23432415,                  13,        0.00000,      581.68799, 33611316.00000,        9.96000,       -1.00000,        0.00000,      581.68799,      581.68799
               16800,               86400,               86400,                   0,            23432415,                  13,        0.00000,      568.08588, 33611316.00000,        9.96000,       -1.00000,        0.00000,      568.08588,      568.08588
               17100,               86400,               86400,                   0,            23432415,                  13,        0.00000,      554.64484, 33611316.00000,        9.96000,       -1.00000,        0.00000,      554.64484,      554.64484
               17400,               86400,               86400,                   0,            23432415,                  13,        0.00000,      541.40320, 33611316.00000,        9.96000,       -1.00000,        0.00000,      541.40320,      541.40320
               17700,               86400,               86400,                   0,            23432415,                  13,        0.00000,      528.39185, 33611316.00000,        9.96000,       -1.00000,        0.00000,      528.39185,      528.39185
               18000,               86400,               86400,                   0,            23432415,                  13,        0.00000,      515.63513, 33611316.00000,        9.96000,       -1.00000,        0.00000,      515.63513,      515.63513
               18300,               86400,               86400,                   0,            23432415,                  13,        0.00000,      503.14838, 33611316.00000,        9.96000,       -1.00000,        0.00000,      503.14838,      503.14838
               18600,               86400,               86400,                   0,            23432415,                  13,        0.00000,      490.95123, 33611316.00000,        9.96000,       -1.00000,        0.00000,      490.95123,      490.95123
               18900,               86400,               86400,                   0,            23432415,                  13,        0.00000,      479.05109, 33611316.00000,        9.96000,       -1.00000,        0.00000,      479.05109,      479.05109
               19200,               86400,               86400,                   0,            23432415,                  13,        0.00000,      467.45493, 33611316.00000,        9.96000,       -1.00000,        0.00000,      467.45493,      467.45493
               19500,               86400,               86400,                   0,            23432415,                  13,        0.00000,      456.16663, 33611316.00000,        9.96000,       -1.00000,        0.00000,      456.16663,      456.16663
               19800,               86400,               86400,                   0,            23432415,                  13,        0.00000,      445.18753, 33611316.00000,        9.96000,       -1.00000,        0.00000,      445.18753,      445.18753
               20100,               86400,               86400,                   0,            23432415,                  13,        0.00000,      434.51706, 33611316.00000,        9.96000,       -1.00000,        0.00000,      434.51706,      434.51706
               20400,               86400,               86400,                   0,            23432415,                  13,        0.00000,      424.15311, 33611316.00000,        9.96000,       -1.00000,        0.00000,      424.15311,      424.15311
               20700,               86400,               86400,                   0,            23432415,                  13,        0.00000,      414.09210, 33611316.00000,        9.96000,       -1.00000,        0.00000,      414.09210,      414.09210
               21000,               86400,               86400,                   0,            23432415,                  13,        0.00000,      404.32956, 33611316.00000,        9.96000,       -1.00000,        0.00000,      404.32956,      404.32956
               21300,               86400,               86400,                   0,            23432415,                  13,        0.00000,      394.86014, 33611316.00000,        9.96000,       -1.00000,        0.00000,      394.86014,      394.86014
               21600,               86400,               86400,                   0,            23432415,                  13,        0.00000,      385.67789, 33611316.00000,        9.96000,       -1.00000,        0.00000,      385.67789,      385.67789
               21900,               86400,               86400,                   0,            23432415,                  13,        0.00000,      376.77621, 33611316.00000,        9.96000,       -1.00000,        0.00000,      376.77621,      376.77621
               22200,               86400,               86400,                   0,            23432415,                  13,        0.00000,      368.14966, 33611316.00000,        9.96000,       -1.00000,        0.00000,      368.14966,      368.14966
               22500,               86400,               86400,                   0,            23432415,                  13,        0.00000,      359.78958, 33611316.00000,        9.96000,       -1.00000,        0.00000,      359.78958,      359.78958
               22800,               86400,               86400,                   0,            23432415,                  13,        0.00000,      351.68875, 33611316.00000,        9.96000,       -1.00000,        0.00000,      351.68875,      351.68875
               23100,               86400,               86400,                   0,            23432415,                  13,        0.00000,      343.83972, 33611316.00000,        9.96000,       -1.00000,        0.00000,      343.83972,      343.83972
               23400,               86400,               86400,                   0,            23432415,                  13,        0.00000,      336.23505, 33611316.00000,        9.96000,       -1.00000,        0.00000,      336.23505,      336.23505
               23700,               86400,               86400,                   0,            23432415,                  13,        0.00000,      328.86719, 33611316.00000,        9.96000,       -1.00000,        0.00000,      328.86719,      328.86719
               24000,               86400,               86400,                   0,            23432415,                  13,        0.00000,      321.72870, 33611316.00000,        9.96000,       -1.00000,        0.00000,      321.72870,      321.72870
               24300,               86400,               86400,                   0,            23432415,                  13,        0.00000,      314.81219, 33611316.00000,        9.96000,       -1.00000,        0.00000,      314.81219,      314.81219
               24600,               86400,               86400,                   0,            23432415,                  13,        0.00000,      308.11047, 33611316.00000,        9.96000,       -1.00000,        0.00000,      308.11047,      308.11047
               24900,               86400,               86400,                   0,            23432415,                  13,        0.00000,      301.61646, 33611316.00000,        9.96000,       -1.00000,        0.00000,      301.61646,      301.61646
               25200,               86400,               86400,                   0,            23432415,                  13,        0.00000,      295.32312, 33611316.00000,        9.96000,       -1.00000,        0.00000,      295.32312,      295.32312
               25500,               86400,               86400,                   0,            23432415,                  13,        0.00000,      289.22369, 33611316.00000,        9.96000,       -1.00000,        0.00000,      289.22369,      289.22369
               25800,               86400,               86400,                   0,            23432415,                  13,        0.00000,      283.31207, 33611316.00000,        9.96000,       -1.00000,        0.00000,      283.31207,      283.31207
               26100,               86400,               86400,                   0,            23432415,                  13,        0.00000,      277.58130, 33611316.00000,        9.96000,       -1.00000,        0.00000,      277.58130,      277.58130
               26400,               86400,               86400,                   0,            23432415,                  13,        0.00000,      272.02521, 33611316.00000,        9.96000,       -1.00000,        0.00000,      272.02521,      272.02521
               26700,               86400,               86400,                   0,            23432415,                  13,        0.00000,      266.63776, 33611316.00000,        9.96000,       -1.00000,        0.00000,      266.63776,      266.63776
               27000,               86400,               86400,                   0,            23432415,                  13,        0.00000,      261.41315, 33611316.00000,        9.96000,       -1.00000,        0.00000,      261.41315,      261.41315
               27300,               86400,               86400,                   0,            23432415,                  13,        0.00000,      256.34564, 33611316.00000,        9.96000,       -1.00000,        0.00000,      256.34564,      256.34564
               27600,               86400,               86400,                   0,            23432415,                  13,        0.00000,      251.42978, 33611316.00000,        9.96000,       -1.00000,        0.00000,      251.42978,      251.42978
               27900,               86400,               86400,                   0,            23432415,                  13,        0.00000,      246.66023, 33611316.00000,        9.96000,       -1.00000,        0.00000,      246.66023,      246.66023
               28200,               86400,               86400,                   0,            23432415,                  13,        0.00000,      242.03192, 33611316.00000,        9.96000,       -1.00000,        0.00000,      242.03192,      242.03192
               28500,               86400,               86400,                   0,            23432415,                  13,        0.00000,      237.53989, 33611316.00000,        9.96000,       -1.00000,        0.00000,      237.53989,      237.53989
               28800,               86400,               86400,                   0,            23432415,                  13,        0.00000,      233.17944, 33611316.00000,        9.96000,       -1.00000,        0.00000,      233.17944,      233.17944
               29100,               86400,               86400,                   0,            23432415,                  13,        0.00000,      228.94595, 33611316.00000,        9.96000,       -1.00000,        0.00000,      228.94595,      228.94595
               29400,               86400,               86400,                   0,            23432415,                  13,        0.00000,      224.83511, 33611316.00000,        9.96000,       -1.00000,        0.00000,      224.83511,      224.83511
               29700,               86400,               86400,                   0,            23432415,                  13,        0.00000,      220.84265, 33611316.00000,        9.96000,       -1.00000,        0.00000,      220.84265,      220.84265
               30000,               86400,               86400,                   0,            23432415,                  13,        0.00000,      216.96449, 33611316.00000,        9.96000,       -1.00000,        0.00000,      216.96449,      216.96449
               30300,               86400,               86400,                   0,            23432415,                  13,        0.00000,      213.19672, 33611316.00000,        9.96000,       -1.00000,        0.00000,      213.19672,      213.19672
               30600,               86400,               86400,                   0,            23432415,                  13,        0.00000,      209.53554, 33611316.00000,        9.96000,       -1.00000,        0.00000,      209.53554,      209.53554
               30900,               86400,               86400,                   0,            23432415,                  13,        0.00000,      205.97734, 33611316.00000,        9.96000,       -1.00000,        0.00000,      205.97734,      205.97734
               31200,               86400,               86400,                   0,            23432415,                  13,        0.00000,      202.51857, 33611316.00000,        9.96000,       -1.00000,        0.00000,      202.51857,      202.51857
               31500,               86400,               86400,                   0,            23432415,                  13,        0.00000,      199.15590, 33611316.00000,        9.96000,       -1.00000,        0.00000,      199.15590,      199.15590
               31800,               86400,               86400,                   0,            23432415,                  13,        0.00000,      195.88605, 33611316.00000,        9.96000,       -1.00000,        0.00000,      195.88605,      195.88605
               32100,               86400,               86400,                   0,            23432415,                  13,        0.00000,      192.70595, 33611316.00000,        9.96000,       -1.00000,        0.00000,      192.70595,      192.70595
               32400,               86400,               86400,                   0,            23432415,                  13,        0.00000,      189.61255, 33611316.00000,        9.96000,       -1.00000,        0.00000,      189.61255,      189.61255
